Subject Pair ID,Pair ID,Participant ID,Condition,Condition Order,Trial,Difficulty,Image Set,Image Number,Image ID,Time,Score,Gender Pair,Ethnicity,Age,Gender,English,Spatial Score,Gaze Accuracy,Pronouns
SP7S1,SP7,S1,Collocated ,1,1,Easy,2,0,5,0:02:11.091000,-80,FF,3,2,F,YES,
SP7S2,SP7,S2,Collocated ,1,1,Easy,2,0,5,0:02:11.091000,-80,FF,3,2,F,YES,
SP7S1,SP7,S1,Collocated ,1,2,Easy,2,1,6,0:01:07.724000,160,FF,3,2,F,YES,
SP7S2,SP7,S2,Collocated ,1,2,Easy,2,1,6,0:01:07.724000,160,FF,3,2,F,YES,
SP7S1,SP7,S1,Collocated ,1,3,Hard,2,2,7,0:03:15.510000,-680,FF,3,2,F,YES,
SP7S2,SP7,S2,Collocated ,1,3,Hard,2,2,7,0:03:15.510000,-680,FF,3,2,F,YES,
SP7S1,SP7,S1,Collocated ,1,4,Hard,2,3,8,0:01:54.866000,0,FF,3,2,F,YES,
SP7S2,SP7,S2,Collocated ,1,4,Hard,2,3,8,0:01:54.866000,0,FF,3,2,F,YES,
SP7S1,SP7,S1,Gaze,2,5,Easy,3,0,9,0:02:50.342000,-160,FF,3,2,F,YES,
SP7S2,SP7,S2,Gaze,2,5,Easy,3,0,9,0:02:50.342000,-160,FF,3,2,F,YES,
SP7S1,SP7,S1,Gaze,2,6,Easy,3,1,10,0:02:12.109000,-180,FF,3,2,F,YES,
SP7S2,SP7,S2,Gaze,2,6,Easy,3,1,10,0:02:12.109000,-180,FF,3,2,F,YES,
SP7S1,SP7,S1,Gaze,2,7,Hard,3,2,11,0:03:44.007000,-430,FF,3,2,F,YES,
SP7S2,SP7,S2,Gaze,2,7,Hard,3,2,11,0:03:44.007000,-430,FF,3,2,F,YES,
SP7S1,SP7,S1,Gaze,2,8,Hard,3,3,12,0:02:13.384000,0,FF,3,2,F,YES,
SP7S2,SP7,S2,Gaze,2,8,Hard,3,3,12,0:02:13.384000,0,FF,3,2,F,YES,
SP7S1,SP7,S1,No Gaze,3,9,Easy,1,0,1,0:01:27.274000,0,FF,3,2,F,YES,
SP7S2,SP7,S2,No Gaze,3,9,Easy,1,0,1,0:01:27.274000,0,FF,3,2,F,YES,
SP7S1,SP7,S1,No Gaze,3,10,Easy,1,1,2,0:01:05.818000,40,FF,3,2,F,YES,
SP7S2,SP7,S2,No Gaze,3,10,Easy,1,1,2,0:01:05.818000,40,FF,3,2,F,YES,
SP7S1,SP7,S1,No Gaze,3,11,Hard,1,2,3,0:03:32.879000,-560,FF,3,2,F,YES,
SP7S2,SP7,S2,No Gaze,3,11,Hard,1,2,3,0:03:32.879000,-560,FF,3,2,F,YES,
SP7S1,SP7,S1,No Gaze,3,12,Hard,1,3,4,0:04:17.570000,0,FF,3,2,F,YES,
SP7S2,SP7,S2,No Gaze,3,12,Hard,1,3,4,0:04:17.570000,0,FF,3,2,F,YES,
SP8S1,SP8,S1,Collocated ,1,1,Easy,2,0,5,0:04:17.290000,-970,MF,3,2,M,YES,
SP8S2,SP8,S2,Collocated ,1,1,Easy,2,0,5,0:04:17.290000,-970,MF,2,2,F,YES,
SP8S1,SP8,S1,Collocated ,1,2,Easy,2,1,6,0:01:40.977000,-10,MF,3,2,M,YES,
SP8S2,SP8,S2,Collocated ,1,2,Easy,2,1,6,0:01:40.977000,-10,MF,2,2,F,YES,
SP8S1,SP8,S1,Collocated ,1,3,Hard,2,2,7,0:02:44.868000,-140,MF,3,2,M,YES,
SP8S2,SP8,S2,Collocated ,1,3,Hard,2,2,7,0:02:44.868000,-140,MF,2,2,F,YES,
SP8S1,SP8,S1,Collocated ,1,4,Hard,2,3,8,0:04:18.623000,-310,MF,3,2,M,YES,
SP8S2,SP8,S2,Collocated ,1,4,Hard,2,3,8,0:04:18.623000,-310,MF,2,2,F,YES,
SP8S1,SP8,S1,No Gaze,2,5,Easy,3,0,9,0:02:32.952000,150,MF,3,2,M,YES,
SP8S2,SP8,S2,No Gaze,2,5,Easy,3,0,9,0:02:32.952000,150,MF,2,2,F,YES,
SP8S1,SP8,S1,No Gaze,2,6,Easy,3,1,10,0:02:29.384000,230,MF,3,2,M,YES,
SP8S2,SP8,S2,No Gaze,2,6,Easy,3,1,10,0:02:29.384000,230,MF,2,2,F,YES,
SP8S1,SP8,S1,No Gaze,2,7,Hard,3,2,11,0:07:55.406000,-90,MF,3,2,M,YES,
SP8S2,SP8,S2,No Gaze,2,7,Hard,3,2,11,0:07:55.406000,-90,MF,2,2,F,YES,
SP8S1,SP8,S1,No Gaze,2,8,Hard,3,3,12,0:03:50.417000,10,MF,3,2,M,YES,
SP8S2,SP8,S2,No Gaze,2,8,Hard,3,3,12,0:03:50.417000,10,MF,2,2,F,YES,
SP8S1,SP8,S1,Gaze,3,9,Easy,1,0,1,0:04:16.100000,100,MF,3,2,M,YES,
SP8S2,SP8,S2,Gaze,3,9,Easy,1,0,1,0:04:16.100000,100,MF,2,2,F,YES,
SP8S1,SP8,S1,Gaze,3,10,Easy,1,1,2,0:02:04.945000,190,MF,3,2,M,YES,
SP8S2,SP8,S2,Gaze,3,10,Easy,1,1,2,0:02:04.945000,190,MF,2,2,F,YES,
SP8S1,SP8,S1,Gaze,3,11,Hard,1,2,3,0:05:25.566000,-50,MF,3,2,M,YES,
SP8S2,SP8,S2,Gaze,3,11,Hard,1,2,3,0:05:25.566000,-50,MF,2,2,F,YES,
SP8S1,SP8,S1,Gaze,3,12,Hard,1,3,4,0:05:58.270000,-40,MF,3,2,M,YES,
SP8S2,SP8,S2,Gaze,3,12,Hard,1,3,4,0:05:58.270000,-40,MF,2,2,F,YES,
SP9S1,SP9,S1,Gaze,1,1,Easy,1,0,1,0:03:12.437000,150,FF,2,2,F,YES,
SP9S2,SP9,S2,Gaze,1,1,Easy,1,0,1,0:03:12.437000,150,FF,5,2,F,YES,
SP9S1,SP9,S1,Gaze,1,2,Easy,1,1,2,0:01:47.384000,140,FF,2,2,F,YES,
SP9S2,SP9,S2,Gaze,1,2,Easy,1,1,2,0:01:47.384000,140,FF,5,2,F,YES,
SP9S1,SP9,S1,Gaze,1,3,Hard,1,2,3,0:04:00.285000,10,FF,2,2,F,YES,
SP9S2,SP9,S2,Gaze,1,3,Hard,1,2,3,0:04:00.285000,10,FF,5,2,F,YES,
SP9S1,SP9,S1,Gaze,1,4,Hard,1,3,4,0:07:25.838000,-350,FF,2,2,F,YES,
SP9S2,SP9,S2,Gaze,1,4,Hard,1,3,4,0:07:25.838000,-350,FF,5,2,F,YES,
SP9S1,SP9,S1,Collocated,2,5,Easy,2,0,5,0:01:58.228000,210,FF,2,2,F,YES,
SP9S2,SP9,S2,Collocated,2,5,Easy,2,0,5,0:01:58.228000,210,FF,5,2,F,YES,
SP9S1,SP9,S1,Collocated,2,6,Easy,2,1,6,0:01:15.316000,260,FF,2,2,F,YES,
SP9S2,SP9,S2,Collocated,2,6,Easy,2,1,6,0:01:15.316000,260,FF,5,2,F,YES,
SP9S1,SP9,S1,Collocated,2,7,Hard,2,2,7,0:01:59.470000,190,FF,2,2,F,YES,
SP9S2,SP9,S2,Collocated,2,7,Hard,2,2,7,0:01:59.470000,190,FF,5,2,F,YES,
SP9S1,SP9,S1,Collocated,2,8,Hard,2,3,8,0:01:55.174000,160,FF,2,2,F,YES,
SP9S2,SP9,S2,Collocated,2,8,Hard,2,3,8,0:01:55.174000,160,FF,5,2,F,YES,
SP9S1,SP9,S1,No Gaze,3,9,Easy,3,0,9,0:02:11.851000,190,FF,2,2,F,YES,
SP9S2,SP9,S2,No Gaze,3,9,Easy,3,0,9,0:02:11.851000,190,FF,5,2,F,YES,
SP9S1,SP9,S1,No Gaze,3,10,Easy,3,1,10,0:01:58.704000,160,FF,2,2,F,YES,
SP9S2,SP9,S2,No Gaze,3,10,Easy,3,1,10,0:01:58.704000,160,FF,5,2,F,YES,
SP9S1,SP9,S1,No Gaze,3,11,Hard,3,2,11,0:04:40.487000,-60,FF,2,2,F,YES,
SP9S2,SP9,S2,No Gaze,3,11,Hard,3,2,11,0:04:40.487000,-60,FF,5,2,F,YES,
SP9S1,SP9,S1,No Gaze,3,12,Hard,3,3,12,0:03:02.215000,-40,FF,2,2,F,YES,
SP9S2,SP9,S2,No Gaze,3,12,Hard,3,3,12,0:03:02.215000,-40,FF,5,2,F,YES,
SP10S1,SP10,S1,Gaze,1,1,Easy,3,0,9,0:03:55.476000,-60,FF,3,2,F,YES,
SP10S2,SP10,S2,Gaze,1,1,Easy,3,0,9,0:03:55.476000,-60,FF,3,2,F,YES,
SP10S1,SP10,S1,Gaze,1,2,Easy,3,1,10,0:04:23.654000,-30,FF,3,2,F,YES,
SP10S2,SP10,S2,Gaze,1,2,Easy,3,1,10,0:04:23.654000,-30,FF,3,2,F,YES,
SP10S1,SP10,S1,Gaze,1,3,Hard,3,2,11,None,None,FF,3,2,F,YES,
SP10S2,SP10,S2,Gaze,1,3,Hard,3,2,11,None,None,FF,3,2,F,YES,
SP10S1,SP10,S1,Gaze,1,4,Hard,3,3,12,0:08:23.436000,-80,FF,3,2,F,YES,
SP10S2,SP10,S2,Gaze,1,4,Hard,3,3,12,0:08:23.436000,-80,FF,3,2,F,YES,
SP10S1,SP10,S1,Collocated,2,5,Easy,1,0,1,0:02:27.110000,180,FF,3,2,F,YES,
SP10S2,SP10,S2,Collocated,2,5,Easy,1,0,1,0:02:27.110000,180,FF,3,2,F,YES,
SP10S1,SP10,S1,Collocated,2,6,Easy,1,1,2,0:01:40.155000,260,FF,3,2,F,YES,
SP10S2,SP10,S2,Collocated,2,6,Easy,1,1,2,0:01:40.155000,260,FF,3,2,F,YES,
SP10S1,SP10,S1,Collocated,2,7,Hard,1,2,3,0:06:42.285000,-40,FF,3,2,F,YES,
SP10S2,SP10,S2,Collocated,2,7,Hard,1,2,3,0:06:42.285000,-40,FF,3,2,F,YES,
SP10S1,SP10,S1,Collocated,2,8,Hard,1,3,4,0:05:25.700000,-20,FF,3,2,F,YES,
SP10S2,SP10,S2,Collocated,2,8,Hard,1,3,4,0:05:25.700000,-20,FF,3,2,F,YES,
SP10S1,SP10,S1,No Gaze,3,9,Easy,2,0,5,None,None,FF,3,2,F,YES,
SP10S2,SP10,S2,No Gaze,3,9,Easy,2,0,5,None,None,FF,3,2,F,YES,
SP10S1,SP10,S1,No Gaze,3,10,Easy,2,1,6,None,None,FF,3,2,F,YES,
SP10S2,SP10,S2,No Gaze,3,10,Easy,2,1,6,None,None,FF,3,2,F,YES,
SP10S1,SP10,S1,No Gaze,3,11,Hard,2,2,7,None,None,FF,3,2,F,YES,
SP10S2,SP10,S2,No Gaze,3,11,Hard,2,2,7,None,None,FF,3,2,F,YES,
SP10S1,SP10,S1,No Gaze,3,12,Hard,2,3,8,None,None,FF,3,2,F,YES,
SP10S2,SP10,S2,No Gaze,3,12,Hard,2,3,8,None,None,FF,3,2,F,YES,
SP11S1,SP11,S1,Gaze,1,1,Easy,3,0,9,0:10:37.661000,-1200,FF,2,3,F,NO,
SP11S2,SP11,S2,Gaze,1,1,Easy,3,0,9,0:10:37.661000,-1200,FF,1,3,F,YES,
