
Test at 4/21/2015 10:50:37 AM,

Client Num:, 11, X: ,113, Y: ,286,Time: ,2015-04-21 11:38:36.014
Client Num: ,11, X_Received: ,1001, Y_Received: ,163,Time: ,2015-04-21 11:38:36.014
Client Num:, 11, X: ,81, Y: ,305,Time: ,2015-04-21 11:38:36.114
Client Num: ,11, X_Received: ,992, Y_Received: ,164,Time: ,2015-04-21 11:38:36.114
Client Num:, 11, X: ,64, Y: ,306,Time: ,2015-04-21 11:38:36.215
Client Num: ,11, X_Received: ,747, Y_Received: ,401,Time: ,2015-04-21 11:38:36.215
Client Num:, 11, X: ,65, Y: ,308,Time: ,2015-04-21 11:38:36.315
Client Num: ,11, X_Received: ,733, Y_Received: ,443,Time: ,2015-04-21 11:38:36.315
Client Num:, 11, X: ,61, Y: ,313,Time: ,2015-04-21 11:38:36.415
Client Num: ,11, X_Received: ,734, Y_Received: ,446,Time: ,2015-04-21 11:38:36.415
Client Num:, 11, X: ,668, Y: ,693,Time: ,2015-04-21 11:38:36.514
Client Num: ,11, X_Received: ,739, Y_Received: ,442,Time: ,2015-04-21 11:38:36.514
Client Num:, 11, X: ,666, Y: ,685,Time: ,2015-04-21 11:38:36.614
Client Num: ,11, X_Received: ,745, Y_Received: ,445,Time: ,2015-04-21 11:38:36.614
Client Num:, 11, X: ,675, Y: ,363,Time: ,2015-04-21 11:38:36.714
Client Num: ,11, X_Received: ,747, Y_Received: ,444,Time: ,2015-04-21 11:38:36.714
Client Num:, 11, X: ,694, Y: ,320,Time: ,2015-04-21 11:38:36.814
Client Num: ,11, X_Received: ,748, Y_Received: ,441,Time: ,2015-04-21 11:38:36.814
Client Num:, 11, X: ,779, Y: ,183,Time: ,2015-04-21 11:38:36.913
Client Num: ,11, X_Received: ,748, Y_Received: ,440,Time: ,2015-04-21 11:38:36.913
Client Num:, 11, X: ,787, Y: ,182,Time: ,2015-04-21 11:38:37.013
Client Num: ,11, X_Received: ,750, Y_Received: ,439,Time: ,2015-04-21 11:38:37.013
Client Num:, 11, X: ,575, Y: ,201,Time: ,2015-04-21 11:38:37.113
Client Num: ,11, X_Received: ,747, Y_Received: ,444,Time: ,2015-04-21 11:38:37.113
Client Num:, 11, X: ,577, Y: ,180,Time: ,2015-04-21 11:38:37.213
Client Num: ,11, X_Received: ,747, Y_Received: ,443,Time: ,2015-04-21 11:38:37.213
