Test at 5/7/2015 4:24:18 PM,
Client Num:, 29, X: ,483, Y: ,323,Time: ,2015-05-07 16:37:25.043
Client Num:, 29, X: ,754, Y: ,292,Time: ,2015-05-07 16:37:25.143
Client Num:, 29, X: ,1145, Y: ,415,Time: ,2015-05-07 16:37:25.243
Client Num:, 29, X: ,1155, Y: ,318,Time: ,2015-05-07 16:37:25.343
Client Num:, 29, X: ,1033, Y: ,323,Time: ,2015-05-07 16:37:25.443
Client Num:, 29, X: ,526, Y: ,429,Time: ,2015-05-07 16:37:25.542
Client Num:, 29, X: ,-238, Y: ,469,Time: ,2015-05-07 16:37:25.643
Client Num:, 29, X: ,372, Y: ,480,Time: ,2015-05-07 16:37:25.743
Client Num:, 29, X: ,1520, Y: ,1513,Time: ,2015-05-07 16:37:25.842
Client Num:, 29, X: ,894, Y: ,1037,Time: ,2015-05-07 16:37:26.143
Client Num:, 29, X: ,545, Y: ,346,Time: ,2015-05-07 16:37:28.207
Client Num:, 29, X: ,531, Y: ,472,Time: ,2015-05-07 16:37:28.307
Client Num:, 29, X: ,731, Y: ,-75,Time: ,2015-05-07 16:37:28.408
Client Num:, 29, X: ,933, Y: ,94,Time: ,2015-05-07 16:37:29.040
Client Num:, 29, X: ,580, Y: ,633,Time: ,2015-05-07 16:37:29.340
Client Num:, 29, X: ,589, Y: ,650,Time: ,2015-05-07 16:37:29.439
Client Num:, 29, X: ,595, Y: ,660,Time: ,2015-05-07 16:37:29.540
Client Num:, 29, X: ,587, Y: ,652,Time: ,2015-05-07 16:37:29.639
Client Num:, 29, X: ,568, Y: ,643,Time: ,2015-05-07 16:37:29.740
Client Num:, 29, X: ,559, Y: ,639,Time: ,2015-05-07 16:37:29.839
Client Num:, 29, X: ,548, Y: ,637,Time: ,2015-05-07 16:37:29.940
Client Num:, 29, X: ,549, Y: ,640,Time: ,2015-05-07 16:37:30.039
Client Num:, 29, X: ,546, Y: ,643,Time: ,2015-05-07 16:37:30.139
Client Num:, 29, X: ,547, Y: ,641,Time: ,2015-05-07 16:37:30.406
Client Num:, 29, X: ,545, Y: ,639,Time: ,2015-05-07 16:37:30.506
Client Num:, 29, X: ,544, Y: ,636,Time: ,2015-05-07 16:37:30.605
Client Num:, 29, X: ,547, Y: ,636,Time: ,2015-05-07 16:37:30.705
Client Num:, 29, X: ,551, Y: ,640,Time: ,2015-05-07 16:37:30.805
Client Num:, 29, X: ,553, Y: ,640,Time: ,2015-05-07 16:37:30.905
Client Num:, 29, X: ,557, Y: ,641,Time: ,2015-05-07 16:37:31.171
Client Num:, 29, X: ,560, Y: ,637,Time: ,2015-05-07 16:37:31.272
