
Test at 4/16/2015 11:15:30 AM,

Client Num:, 9, X: ,172, Y: ,372,Time: ,2015-04-16 11:15:37.968
Client Num:, 9, X: ,162, Y: ,375,Time: ,2015-04-16 11:15:38.068
Client Num:, 9, X: ,151, Y: ,377,Time: ,2015-04-16 11:15:38.168
Client Num:, 9, X: ,144, Y: ,377,Time: ,2015-04-16 11:15:38.268
Client Num:, 9, X: ,136, Y: ,381,Time: ,2015-04-16 11:15:38.368
Client Num:, 9, X: ,137, Y: ,380,Time: ,2015-04-16 11:15:38.468
Client Num:, 9, X: ,143, Y: ,375,Time: ,2015-04-16 11:15:38.567
Client Num:, 9, X: ,153, Y: ,355,Time: ,2015-04-16 11:15:38.668
Client Num:, 9, X: ,165, Y: ,328,Time: ,2015-04-16 11:15:38.767
Client Num:, 9, X: ,501, Y: ,163,Time: ,2015-04-16 11:15:38.867
Client Num:, 9, X: ,489, Y: ,202,Time: ,2015-04-16 11:15:38.968
Client Num:, 9, X: ,531, Y: ,186,Time: ,2015-04-16 11:15:39.067
Client Num:, 9, X: ,551, Y: ,178,Time: ,2015-04-16 11:15:39.167
Client Num:, 9, X: ,860, Y: ,176,Time: ,2015-04-16 11:15:39.268
Client Num:, 9, X: ,842, Y: ,154,Time: ,2015-04-16 11:15:39.367
Client Num:, 9, X: ,842, Y: ,170,Time: ,2015-04-16 11:15:39.467
Client Num:, 9, X: ,842, Y: ,174,Time: ,2015-04-16 11:15:39.567
Client Num:, 9, X: ,845, Y: ,186,Time: ,2015-04-16 11:15:39.666
Client Num:, 9, X: ,847, Y: ,201,Time: ,2015-04-16 11:15:39.766
Client Num:, 9, X: ,853, Y: ,210,Time: ,2015-04-16 11:15:39.867
Client Num:, 9, X: ,852, Y: ,224,Time: ,2015-04-16 11:15:39.967
Client Num:, 9, X: ,851, Y: ,233,Time: ,2015-04-16 11:15:40.066
Client Num:, 9, X: ,850, Y: ,242,Time: ,2015-04-16 11:15:40.166
Client Num:, 9, X: ,848, Y: ,260,Time: ,2015-04-16 11:15:40.267
Client Num:, 9, X: ,1064, Y: ,365,Time: ,2015-04-16 11:15:40.433
Client Num:, 9, X: ,1056, Y: ,341,Time: ,2015-04-16 11:15:40.533
Client Num: ,9, X_Received: ,852, Y_Received: ,253,Time: ,2015-04-16 11:15:40.533
Client Num:, 9, X: ,987, Y: ,331,Time: ,2015-04-16 11:15:40.633
Client Num: ,9, X_Received: ,852, Y_Received: ,258,Time: ,2015-04-16 11:15:40.633
Client Num:, 9, X: ,993, Y: ,357,Time: ,2015-04-16 11:15:41.665
Client Num: ,9, X_Received: ,1159, Y_Received: ,349,Time: ,2015-04-16 11:15:41.665
Client Num:, 9, X: ,1046, Y: ,377,Time: ,2015-04-16 11:15:41.765
Client Num: ,9, X_Received: ,1182, Y_Received: ,344,Time: ,2015-04-16 11:15:41.765
Client Num:, 9, X: ,1063, Y: ,391,Time: ,2015-04-16 11:15:41.865
Client Num: ,9, X_Received: ,1187, Y_Received: ,338,Time: ,2015-04-16 11:15:41.865
Client Num:, 9, X: ,999, Y: ,364,Time: ,2015-04-16 11:15:41.965
Client Num: ,9, X_Received: ,1216, Y_Received: ,335,Time: ,2015-04-16 11:15:41.965
Client Num:, 9, X: ,977, Y: ,379,Time: ,2015-04-16 11:15:42.065
Client Num: ,9, X_Received: ,1231, Y_Received: ,335,Time: ,2015-04-16 11:15:42.065
Client Num:, 9, X: ,971, Y: ,367,Time: ,2015-04-16 11:15:42.164
Client Num: ,9, X_Received: ,1063, Y_Received: ,318,Time: ,2015-04-16 11:15:42.164
Client Num:, 9, X: ,603, Y: ,362,Time: ,2015-04-16 11:15:42.266
Client Num: ,9, X_Received: ,1035, Y_Received: ,329,Time: ,2015-04-16 11:15:42.266
Client Num:, 9, X: ,585, Y: ,364,Time: ,2015-04-16 11:15:42.365
Client Num: ,9, X_Received: ,1020, Y_Received: ,326,Time: ,2015-04-16 11:15:42.365
Client Num:, 9, X: ,580, Y: ,365,Time: ,2015-04-16 11:15:42.464
Client Num: ,9, X_Received: ,1010, Y_Received: ,332,Time: ,2015-04-16 11:15:42.464
Client Num:, 9, X: ,581, Y: ,342,Time: ,2015-04-16 11:15:42.565
Client Num: ,9, X_Received: ,732, Y_Received: ,336,Time: ,2015-04-16 11:15:42.565
Client Num:, 9, X: ,889, Y: ,422,Time: ,2015-04-16 11:15:42.665
Client Num: ,9, X_Received: ,731, Y_Received: ,338,Time: ,2015-04-16 11:15:42.665
Client Num:, 9, X: ,910, Y: ,365,Time: ,2015-04-16 11:15:42.764
Client Num: ,9, X_Received: ,534, Y_Received: ,335,Time: ,2015-04-16 11:15:42.764
Client Num:, 9, X: ,660, Y: ,400,Time: ,2015-04-16 11:15:42.864
Client Num: ,9, X_Received: ,539, Y_Received: ,323,Time: ,2015-04-16 11:15:42.864
Client Num:, 9, X: ,872, Y: ,294,Time: ,2015-04-16 11:15:42.964
Client Num: ,9, X_Received: ,948, Y_Received: ,327,Time: ,2015-04-16 11:15:42.964
Client Num:, 9, X: ,1148, Y: ,179,Time: ,2015-04-16 11:15:43.066
Client Num: ,9, X_Received: ,953, Y_Received: ,327,Time: ,2015-04-16 11:15:43.066
Client Num:, 9, X: ,1162, Y: ,220,Time: ,2015-04-16 11:15:43.164
Client Num: ,9, X_Received: ,952, Y_Received: ,334,Time: ,2015-04-16 11:15:43.164
Client Num:, 9, X: ,1151, Y: ,697,Time: ,2015-04-16 11:15:43.264
Client Num: ,9, X_Received: ,957, Y_Received: ,331,Time: ,2015-04-16 11:15:43.264
Client Num:, 9, X: ,-71, Y: ,534,Time: ,2015-04-16 11:15:43.399
Client Num: ,9, X_Received: ,988, Y_Received: ,331,Time: ,2015-04-16 11:15:43.399
Client Num:, 9, X: ,790, Y: ,319,Time: ,2015-04-16 11:15:43.596
Client Num: ,9, X_Received: ,1019, Y_Received: ,329,Time: ,2015-04-16 11:15:43.596
Client Num:, 9, X: ,752, Y: ,306,Time: ,2015-04-16 11:15:43.696
Client Num: ,9, X_Received: ,1184, Y_Received: ,302,Time: ,2015-04-16 11:15:43.696
Client Num:, 9, X: ,751, Y: ,317,Time: ,2015-04-16 11:15:43.797
Client Num: ,9, X_Received: ,1175, Y_Received: ,322,Time: ,2015-04-16 11:15:43.797
Client Num:, 9, X: ,738, Y: ,677,Time: ,2015-04-16 11:15:43.897
Client Num: ,9, X_Received: ,1172, Y_Received: ,328,Time: ,2015-04-16 11:15:43.897
Client Num:, 9, X: ,716, Y: ,679,Time: ,2015-04-16 11:15:43.997
Client Num: ,9, X_Received: ,828, Y_Received: ,306,Time: ,2015-04-16 11:15:43.997
Client Num:, 9, X: ,704, Y: ,703,Time: ,2015-04-16 11:15:44.099
Client Num: ,9, X_Received: ,805, Y_Received: ,320,Time: ,2015-04-16 11:15:44.099
Client Num:, 9, X: ,703, Y: ,726,Time: ,2015-04-16 11:15:44.196
Client Num: ,9, X_Received: ,388, Y_Received: ,645,Time: ,2015-04-16 11:15:44.196
Client Num:, 9, X: ,756, Y: ,1055,Time: ,2015-04-16 11:15:44.296
Client Num: ,9, X_Received: ,393, Y_Received: ,658,Time: ,2015-04-16 11:15:44.296
Client Num:, 9, X: ,560, Y: ,734,Time: ,2015-04-16 11:15:44.463
Client Num: ,9, X_Received: ,379, Y_Received: ,673,Time: ,2015-04-16 11:15:44.463
Client Num:, 9, X: ,701, Y: ,444,Time: ,2015-04-16 11:15:44.563
Client Num: ,9, X_Received: ,685, Y_Received: ,737,Time: ,2015-04-16 11:15:44.563
Client Num:, 9, X: ,689, Y: ,459,Time: ,2015-04-16 11:15:44.662
Client Num: ,9, X_Received: ,674, Y_Received: ,739,Time: ,2015-04-16 11:15:44.662
Client Num:, 9, X: ,697, Y: ,462,Time: ,2015-04-16 11:15:44.763
Client Num: ,9, X_Received: ,681, Y_Received: ,742,Time: ,2015-04-16 11:15:44.763
Client Num:, 9, X: ,699, Y: ,470,Time: ,2015-04-16 11:15:44.863
Client Num: ,9, X_Received: ,656, Y_Received: ,768,Time: ,2015-04-16 11:15:44.863
Client Num:, 9, X: ,693, Y: ,469,Time: ,2015-04-16 11:15:44.964
