
Test at 4/30/2015 12:48:21 PM,

Client Num:, 17, X: ,283, Y: ,514,Time: ,2015-04-30 13:17:43.074
Client Num:, 17, X: ,286, Y: ,519,Time: ,2015-04-30 13:17:43.175
Client Num:, 17, X: ,307, Y: ,512,Time: ,2015-04-30 13:17:43.275
Client Num:, 17, X: ,309, Y: ,503,Time: ,2015-04-30 13:17:43.374
Client Num:, 17, X: ,323, Y: ,523,Time: ,2015-04-30 13:17:43.475
Client Num:, 17, X: ,304, Y: ,508,Time: ,2015-04-30 13:17:43.574
Client Num:, 17, X: ,350, Y: ,496,Time: ,2015-04-30 13:17:43.674
Client Num:, 17, X: ,751, Y: ,423,Time: ,2015-04-30 13:17:43.907
Client Num:, 17, X: ,757, Y: ,431,Time: ,2015-04-30 13:17:44.008
Client Num:, 17, X: ,786, Y: ,431,Time: ,2015-04-30 13:17:44.107
Client Num:, 17, X: ,820, Y: ,431,Time: ,2015-04-30 13:17:44.207
Client Num:, 17, X: ,836, Y: ,426,Time: ,2015-04-30 13:17:44.307
Client Num:, 17, X: ,850, Y: ,429,Time: ,2015-04-30 13:17:44.407
Client Num:, 17, X: ,863, Y: ,428,Time: ,2015-04-30 13:17:44.507
Client Num:, 17, X: ,873, Y: ,428,Time: ,2015-04-30 13:17:44.607
Client Num:, 17, X: ,878, Y: ,427,Time: ,2015-04-30 13:17:44.707
Client Num:, 17, X: ,1082, Y: ,415,Time: ,2015-04-30 13:17:44.807
Client Num:, 17, X: ,1080, Y: ,415,Time: ,2015-04-30 13:17:44.906
Client Num:, 17, X: ,1075, Y: ,417,Time: ,2015-04-30 13:17:45.006
Client Num: ,17, X_Received: ,870, Y_Received: ,396,Time: ,2015-04-30 13:17:45.006
Client Num:, 17, X: ,1071, Y: ,422,Time: ,2015-04-30 13:17:45.106
Client Num: ,17, X_Received: ,900, Y_Received: ,391,Time: ,2015-04-30 13:17:45.106
Client Num:, 17, X: ,1069, Y: ,418,Time: ,2015-04-30 13:17:45.207
Client Num: ,17, X_Received: ,925, Y_Received: ,383,Time: ,2015-04-30 13:17:45.207
Client Num:, 17, X: ,1128, Y: ,614,Time: ,2015-04-30 13:17:45.439
