
Test at 5/7/2015 12:27:03 PM,

Client Num:, 27, X: ,361, Y: ,199,Time: ,2015-05-07 12:27:14.864
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:14.864
Client Num:, 27, X: ,300, Y: ,252,Time: ,2015-05-07 12:27:14.966
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:14.966
Client Num:, 27, X: ,378, Y: ,186,Time: ,2015-05-07 12:27:15.065
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:15.065
Client Num:, 27, X: ,301, Y: ,138,Time: ,2015-05-07 12:27:15.164
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:15.164
Client Num:, 27, X: ,218, Y: ,142,Time: ,2015-05-07 12:27:15.266
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:15.266
Client Num:, 27, X: ,173, Y: ,149,Time: ,2015-05-07 12:27:15.764
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:15.764
Client Num:, 27, X: ,167, Y: ,168,Time: ,2015-05-07 12:27:15.865
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:15.865
Client Num:, 27, X: ,162, Y: ,182,Time: ,2015-05-07 12:27:15.964
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:15.964
Client Num:, 27, X: ,161, Y: ,185,Time: ,2015-05-07 12:27:16.065
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:16.065
Client Num:, 27, X: ,160, Y: ,189,Time: ,2015-05-07 12:27:16.163
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:16.163
Client Num:, 27, X: ,159, Y: ,188,Time: ,2015-05-07 12:27:16.263
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:16.263
Client Num:, 27, X: ,338, Y: ,178,Time: ,2015-05-07 12:27:16.363
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:16.363
Client Num:, 27, X: ,341, Y: ,197,Time: ,2015-05-07 12:27:16.463
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:16.463
Client Num:, 27, X: ,336, Y: ,192,Time: ,2015-05-07 12:27:16.564
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:16.564
Client Num:, 27, X: ,336, Y: ,197,Time: ,2015-05-07 12:27:16.662
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:16.662
Client Num:, 27, X: ,305, Y: ,206,Time: ,2015-05-07 12:27:16.764
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:16.764
Client Num:, 27, X: ,274, Y: ,214,Time: ,2015-05-07 12:27:16.863
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:16.863
Client Num:, 27, X: ,245, Y: ,214,Time: ,2015-05-07 12:27:16.965
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:16.965
Client Num:, 27, X: ,222, Y: ,217,Time: ,2015-05-07 12:27:17.064
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:17.064
Client Num:, 27, X: ,204, Y: ,222,Time: ,2015-05-07 12:27:17.165
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:17.165
Client Num:, 27, X: ,181, Y: ,230,Time: ,2015-05-07 12:27:17.262
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:17.262
Client Num:, 27, X: ,85, Y: ,241,Time: ,2015-05-07 12:27:17.362
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:17.362
Client Num:, 27, X: ,49, Y: ,221,Time: ,2015-05-07 12:27:17.465
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:17.465
Client Num:, 27, X: ,46, Y: ,225,Time: ,2015-05-07 12:27:17.562
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:17.562
Client Num:, 27, X: ,58, Y: ,231,Time: ,2015-05-07 12:27:17.663
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:17.663
Client Num:, 27, X: ,81, Y: ,239,Time: ,2015-05-07 12:27:17.763
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:17.763
Client Num:, 27, X: ,101, Y: ,244,Time: ,2015-05-07 12:27:17.862
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:17.862
Client Num:, 27, X: ,123, Y: ,249,Time: ,2015-05-07 12:27:17.962
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:17.962
Client Num:, 27, X: ,140, Y: ,254,Time: ,2015-05-07 12:27:18.061
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:18.061
Client Num:, 27, X: ,154, Y: ,257,Time: ,2015-05-07 12:27:18.164
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:18.164
Client Num:, 27, X: ,151, Y: ,259,Time: ,2015-05-07 12:27:18.262
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:18.262
Client Num:, 27, X: ,145, Y: ,263,Time: ,2015-05-07 12:27:18.363
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:18.363
Client Num:, 27, X: ,128, Y: ,258,Time: ,2015-05-07 12:27:18.462
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:18.462
Client Num:, 27, X: ,107, Y: ,253,Time: ,2015-05-07 12:27:18.562
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:18.562
Client Num:, 27, X: ,86, Y: ,245,Time: ,2015-05-07 12:27:18.661
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:18.661
Client Num:, 27, X: ,-219, Y: ,41,Time: ,2015-05-07 12:27:18.761
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:18.761
Client Num:, 27, X: ,31, Y: ,215,Time: ,2015-05-07 12:27:18.862
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:18.862
Client Num:, 28, X: ,11, Y: ,212,Time: ,2015-05-07 12:27:18.961
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:18.961
Client Num:, 28, X: ,12, Y: ,213,Time: ,2015-05-07 12:27:19.061
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:19.061
Client Num:, 28, X: ,-342, Y: ,168,Time: ,2015-05-07 12:27:19.161
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:19.161
Client Num:, 28, X: ,357, Y: ,230,Time: ,2015-05-07 12:27:19.362
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:19.362
Client Num:, 28, X: ,645, Y: ,304,Time: ,2015-05-07 12:27:19.462
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:19.462
Client Num:, 28, X: ,670, Y: ,262,Time: ,2015-05-07 12:27:19.562
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:19.562
Client Num:, 28, X: ,674, Y: ,275,Time: ,2015-05-07 12:27:19.661
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:19.661
Client Num:, 28, X: ,675, Y: ,272,Time: ,2015-05-07 12:27:19.763
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:19.763
Client Num:, 28, X: ,676, Y: ,270,Time: ,2015-05-07 12:27:19.861
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:19.861
Client Num:, 28, X: ,674, Y: ,266,Time: ,2015-05-07 12:27:19.962
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:19.962
Client Num:, 28, X: ,677, Y: ,259,Time: ,2015-05-07 12:27:20.061
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:20.061
Client Num:, 28, X: ,680, Y: ,252,Time: ,2015-05-07 12:27:20.161
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:20.161
Client Num:, 28, X: ,826, Y: ,118,Time: ,2015-05-07 12:27:20.262
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:20.262
Client Num:, 28, X: ,820, Y: ,113,Time: ,2015-05-07 12:27:20.360
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:20.360
Client Num:, 28, X: ,812, Y: ,108,Time: ,2015-05-07 12:27:20.461
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:20.461
Client Num:, 28, X: ,807, Y: ,106,Time: ,2015-05-07 12:27:20.560
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:20.560
Client Num:, 28, X: ,1235, Y: ,200,Time: ,2015-05-07 12:27:20.826
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:20.826
Client Num:, 28, X: ,1233, Y: ,72,Time: ,2015-05-07 12:27:20.928
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:20.928
Client Num:, 28, X: ,1219, Y: ,72,Time: ,2015-05-07 12:27:21.029
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:21.029
Client Num:, 28, X: ,1229, Y: ,67,Time: ,2015-05-07 12:27:21.127
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:21.127
Client Num:, 28, X: ,1231, Y: ,80,Time: ,2015-05-07 12:27:21.529
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:21.529
Client Num:, 28, X: ,195, Y: ,126,Time: ,2015-05-07 12:27:21.626
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:21.626
Client Num:, 28, X: ,164, Y: ,97,Time: ,2015-05-07 12:27:21.733
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:21.733
Client Num:, 28, X: ,112, Y: ,69,Time: ,2015-05-07 12:27:21.826
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:21.826
Client Num:, 28, X: ,120, Y: ,63,Time: ,2015-05-07 12:27:21.927
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:21.927
Client Num:, 28, X: ,119, Y: ,83,Time: ,2015-05-07 12:27:22.030
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:22.030
Client Num:, 28, X: ,110, Y: ,104,Time: ,2015-05-07 12:27:22.127
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:22.127
Client Num:, 28, X: ,165, Y: ,237,Time: ,2015-05-07 12:27:22.226
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:22.226
Client Num:, 28, X: ,169, Y: ,233,Time: ,2015-05-07 12:27:22.326
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:22.326
Client Num:, 28, X: ,169, Y: ,241,Time: ,2015-05-07 12:27:22.427
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:22.427
Client Num:, 28, X: ,168, Y: ,245,Time: ,2015-05-07 12:27:22.527
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:22.527
Client Num:, 28, X: ,173, Y: ,245,Time: ,2015-05-07 12:27:22.627
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:22.627
Client Num:, 28, X: ,178, Y: ,252,Time: ,2015-05-07 12:27:22.727
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:22.727
Client Num:, 28, X: ,183, Y: ,256,Time: ,2015-05-07 12:27:22.825
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:22.825
Client Num:, 28, X: ,184, Y: ,254,Time: ,2015-05-07 12:27:22.926
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:22.926
Client Num:, 28, X: ,182, Y: ,256,Time: ,2015-05-07 12:27:23.025
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:23.025
Client Num:, 28, X: ,166, Y: ,258,Time: ,2015-05-07 12:27:23.126
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:23.126
Client Num:, 28, X: ,149, Y: ,256,Time: ,2015-05-07 12:27:23.225
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:23.225
Client Num:, 28, X: ,130, Y: ,256,Time: ,2015-05-07 12:27:23.324
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:23.324
Client Num:, 28, X: ,76, Y: ,263,Time: ,2015-05-07 12:27:23.525
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:23.525
Client Num:, 28, X: ,25, Y: ,222,Time: ,2015-05-07 12:27:23.627
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:23.627
Client Num:, 28, X: ,117, Y: ,257,Time: ,2015-05-07 12:27:23.725
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:23.725
Client Num:, 28, X: ,80, Y: ,290,Time: ,2015-05-07 12:27:23.825
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:23.825
Client Num:, 28, X: ,80, Y: ,288,Time: ,2015-05-07 12:27:23.925
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:23.925
Client Num:, 28, X: ,70, Y: ,288,Time: ,2015-05-07 12:27:24.024
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:24.024
Client Num:, 28, X: ,71, Y: ,288,Time: ,2015-05-07 12:27:24.125
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:24.125
Client Num:, 28, X: ,68, Y: ,289,Time: ,2015-05-07 12:27:24.226
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:24.226
Client Num:, 28, X: ,61, Y: ,278,Time: ,2015-05-07 12:27:24.325
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:24.325
Client Num:, 28, X: ,52, Y: ,270,Time: ,2015-05-07 12:27:24.424
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:24.424
Client Num:, 28, X: ,45, Y: ,260,Time: ,2015-05-07 12:27:24.525
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:24.525
Client Num:, 28, X: ,40, Y: ,252,Time: ,2015-05-07 12:27:24.623
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:24.623
Client Num:, 28, X: ,36, Y: ,247,Time: ,2015-05-07 12:27:24.724
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:24.724
Client Num:, 28, X: ,27, Y: ,239,Time: ,2015-05-07 12:27:24.826
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:24.826
Client Num:, 28, X: ,23, Y: ,234,Time: ,2015-05-07 12:27:24.923
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:24.923
Client Num:, 28, X: ,27, Y: ,239,Time: ,2015-05-07 12:27:25.025
Client Num: ,28, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:25.025
Client Num:, 27, X: ,32, Y: ,248,Time: ,2015-05-07 12:27:25.124
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:25.124
Client Num:, 27, X: ,37, Y: ,254,Time: ,2015-05-07 12:27:25.224
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:25.224
Client Num:, 27, X: ,41, Y: ,260,Time: ,2015-05-07 12:27:25.323
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:25.323
Client Num:, 27, X: ,120, Y: ,97,Time: ,2015-05-07 12:27:25.423
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:25.423
Client Num:, 27, X: ,63, Y: ,73,Time: ,2015-05-07 12:27:25.524
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:25.524
Client Num:, 27, X: ,128, Y: ,124,Time: ,2015-05-07 12:27:25.623
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:25.623
Client Num:, 27, X: ,117, Y: ,104,Time: ,2015-05-07 12:27:25.724
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:25.724
Client Num:, 27, X: ,665, Y: ,156,Time: ,2015-05-07 12:27:25.922
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:25.922
Client Num:, 27, X: ,643, Y: ,92,Time: ,2015-05-07 12:27:26.022
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:26.022
Client Num:, 27, X: ,684, Y: ,68,Time: ,2015-05-07 12:27:26.122
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:26.122
Client Num:, 27, X: ,870, Y: ,73,Time: ,2015-05-07 12:27:26.231
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:26.231
Client Num:, 27, X: ,930, Y: ,42,Time: ,2015-05-07 12:27:26.322
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:26.322
Client Num:, 27, X: ,1026, Y: ,100,Time: ,2015-05-07 12:27:26.423
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:26.423
Client Num:, 27, X: ,1032, Y: ,104,Time: ,2015-05-07 12:27:26.523
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:26.523
Client Num:, 27, X: ,1264, Y: ,218,Time: ,2015-05-07 12:27:26.624
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:26.624
Client Num:, 27, X: ,1260, Y: ,216,Time: ,2015-05-07 12:27:26.722
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:26.722
Client Num:, 27, X: ,1265, Y: ,215,Time: ,2015-05-07 12:27:26.822
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:26.822
Client Num:, 27, X: ,1263, Y: ,211,Time: ,2015-05-07 12:27:26.922
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:26.922
Client Num:, 27, X: ,1258, Y: ,209,Time: ,2015-05-07 12:27:27.022
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:27.022
Client Num:, 27, X: ,1257, Y: ,205,Time: ,2015-05-07 12:27:27.121
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:27.121
Client Num:, 27, X: ,1075, Y: ,190,Time: ,2015-05-07 12:27:27.223
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:27.223
Client Num:, 27, X: ,283, Y: ,213,Time: ,2015-05-07 12:27:27.323
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:27.323
Client Num:, 27, X: ,156, Y: ,226,Time: ,2015-05-07 12:27:27.422
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:27.422
Client Num:, 27, X: ,127, Y: ,184,Time: ,2015-05-07 12:27:27.521
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:27.521
Client Num:, 27, X: ,132, Y: ,192,Time: ,2015-05-07 12:27:27.622
Client Num: ,27, X_Received: ,603, Y_Received: ,1099,Time: ,2015-05-07 12:27:27.622
Client Num:, 27, X: ,708, Y: ,120,Time: ,2015-05-07 12:27:27.721
